"ID","Ngôn ngữ","Source Text","Translated Text"
99402,vi_VN,Do you still want to proceed?,Do you still want to proceed?
99403,vi_VN,Do you want to cancel all linked documents?,Do you want to cancel all linked documents?
99404,vi_VN,Doc Event,Doc Event
99405,vi_VN,Doc Events,Doc Events
99406,vi_VN,Doc Status,Doc Trạng thái
99407,vi_VN,DocField,DocField
99408,vi_VN,DocPerm,DocPerm
99409,vi_VN,DocShare,Chia sẻ tài liệu
99410,vi_VN,DocStatus of the following states have changed:<br><strong>{0}</strong><br>\t\t\t\tDo you want to update the docstatus of existing documents in those states?<br>\t\t\t\tThis does not undo any effect bought in by the document's existing docstatus.\t\t\t\t,DocStatus of the following states have changed:<br><strong>{0}</strong><br>
99411,vi_VN,DocType,Loại tài liệu
99412,vi_VN,DocType <b>{0}</b> provided for the field <b>{1}</b> must have atleast one Link field,Loại tài liệu <b>{0}</b> được cung cấp cho trường <b>{1}</b> phải có ít nhất một trường Liên kết
99413,vi_VN,DocType Action,Hành động loại tài liệu
99414,vi_VN,DocType Event,Sự kiện loại tài liệu
99415,vi_VN,DocType Layout,Bố cục loại tài liệu
99416,vi_VN,DocType Layout Field,Trường bố cục loại tài liệu
99417,vi_VN,DocType Link,Liên kết loại tài liệu
99418,vi_VN,DocType State,Trạng thái loại tài liệu
99419,vi_VN,DocType View,Chế độ xem loại tài liệu
99420,vi_VN,DocType can not be merged,Loại tài liệu không thể được hợp nhất
99421,vi_VN,DocType can only be renamed by Administrator,Loại tài liệu chỉ có thể được đổi tên bởi Quản trị viên
99422,vi_VN,DocType is a Table / Form in the application.,Loại tài liệu là Bảng / Biểu mẫu trong ứng dụng.
99423,vi_VN,DocType must be Submittable for the selected Doc Event,Loại tài liệu phải có thể gửi cho sự kiện tài liệu đã chọn
99424,vi_VN,DocType must be a string,Loại tài liệu phải là chuỗi
99425,vi_VN,DocType must have atleast one field,Loại tài liệu phải có ít nhất một trường
99426,vi_VN,DocType not supported by Log Settings.,Loại tài liệu không được hỗ trợ bởi Cài đặt nhật ký.
99427,vi_VN,DocType on which this Workflow is applicable.,Loại tài liệu mà quy trình làm việc này áp dụng.
99428,vi_VN,DocType required,Yêu cầu loại tài liệu
99429,vi_VN,DocType {0} does not exist.,Loại tài liệu {0} không tồn tại.
99430,vi_VN,DocType {} not found,Loại tài liệu {} không tìm thấy
99431,vi_VN,DocType's name should not start or end with whitespace,Tên loại tài liệu không nên bắt đầu hoặc kết thúc bằng khoảng trắng
99432,vi_VN,"DocTypes cannot be modified, please use {0} instead","Loại tài liệu không thể được sửa đổi, vui lòng sử dụng {0} thay thế"
99433,vi_VN,Doctype,Loại tài liệu
99434,vi_VN,Doctype name is limited to {0} characters ({1}),Tên loại tài liệu bị giới hạn ở {0} ký tự ({1})
99435,vi_VN,Doctype required,Yêu cầu loại tài liệu
99436,vi_VN,Document,Tài liệu
99437,vi_VN,Document Actions,Hành động tài liệu
99438,vi_VN,Document Follow,Theo dõi tài liệu
99439,vi_VN,Document Follow Notification,Thông báo theo dõi tài liệu
99440,vi_VN,Document Link,Liên kết tài liệu
99441,vi_VN,Document Linking,Liên kết tài liệu
99442,vi_VN,Document Links,Liên kết tài liệu
99443,vi_VN,Document Links Row #{0}: Could not find field {1} in {2} DocType,Hàng liên kết tài liệu #{0}: Không thể tìm thấy trường {1} trong loại tài liệu {2}
99444,vi_VN,Document Links Row #{0}: Invalid doctype or fieldname.,Hàng liên kết tài liệu #{0}: Loại tài liệu hoặc tên trường không hợp lệ.
99445,vi_VN,Document Links Row #{0}: Parent DocType is mandatory for internal links,Hàng liên kết tài liệu #{0}: Loại tài liệu cha là bắt buộc cho liên kết nội bộ
99446,vi_VN,Document Links Row #{0}: Table Fieldname is mandatory for internal links,Hàng liên kết tài liệu #{0}: Tên trường bảng là bắt buộc cho liên kết nội bộ
99447,vi_VN,Document Name,Tên tài liệu
99448,vi_VN,Document Name must be a string,Tên tài liệu phải là chuỗi
99449,vi_VN,Document Naming Rule,Quy tắc đặt tên tài liệu
99450,vi_VN,Document Naming Rule Condition,Điều kiện quy tắc đặt tên tài liệu
99451,vi_VN,Document Naming Settings,Cài đặt đặt tên tài liệu
99452,vi_VN,Document Queued,Tài liệu đã được đưa vào hàng đợi
99453,vi_VN,Document Restoration Summary,Tóm tắt khôi phục tài liệu
99454,vi_VN,Document Restored,Tài liệu đã được khôi phục
99455,vi_VN,Document Saved,Tài liệu đã được lưu
99456,vi_VN,Document Share,Chia sẻ tài liệu
99457,vi_VN,Document Share Key,Khóa chia sẻ tài liệu
99458,vi_VN,Document Share Key Expiry (in Days),Hết hạn khóa chia sẻ tài liệu (tính bằng ngày)
99459,vi_VN,Document Share Report,Báo cáo chia sẻ tài liệu
99460,vi_VN,Document States,Trạng thái tài liệu
99461,vi_VN,Document Status,Trạng thái tài liệu
99462,vi_VN,Document Tag,Thẻ tài liệu
99463,vi_VN,Document Title,Tiêu đề tài liệu
99464,vi_VN,Document Type,Loại tài liệu
99465,vi_VN,Document Type and Function are required to create a number card,Loại tài liệu và chức năng là bắt buộc để tạo thẻ số
99466,vi_VN,Document Type is not importable,Loại tài liệu không thể nhập
99467,vi_VN,Document Type is not submittable,Loại tài liệu không thể gửi
99468,vi_VN,Document Type to Track,Loại tài liệu để theo dõi
99469,vi_VN,Document Type {0} has been repeated.,Loại tài liệu {0} đã được lặp lại.
99470,vi_VN,Document Types,Loại tài liệu
99471,vi_VN,Document Types (Select Permissions Only),Loại tài liệu (chỉ quyền chọn)
99472,vi_VN,Document Types and Permissions,Loại tài liệu và quyền
99473,vi_VN,Document Unlocked,Tài liệu đã được mở khóa
99474,vi_VN,Document follow is not enabled for this user.,Theo dõi tài liệu không được bật cho người dùng này.
99475,vi_VN,Document has been cancelled,Tài liệu đã được hủy
99476,vi_VN,Document has been submitted,Tài liệu đã được gửi
99477,vi_VN,Document is in draft state,Tài liệu đang ở trạng thái bản nháp
99478,vi_VN,Document is only editable by users with role,Tài liệu chỉ có thể chỉnh sửa bởi người dùng có vai trò
99479,vi_VN,Document not Relinked,Tài liệu không được liên kết lại
99480,vi_VN,Document renamed from {0} to {1},Tài liệu đã được đổi tên từ {0} thành {1}
99481,vi_VN,Document renaming from {0} to {1} has been queued,Việc đổi tên tài liệu từ {0} thành {1} đã được đưa vào hàng đợi
99482,vi_VN,Document type is required to create a dashboard chart,Loại tài liệu là bắt buộc để tạo biểu đồ bảng điều khiển
99483,vi_VN,Document {0} Already Restored,Tài liệu {0} đã được khôi phục
99484,vi_VN,Document {0} has been set to state {1} by {2},Tài liệu {0} đã được đặt thành trạng thái {1} bởi {2}
99485,vi_VN,Document {0} {1} does not exist,Tài liệu {0} {1} không tồn tại
99486,vi_VN,Documentation Link,Liên kết tài liệu
99487,vi_VN,Documentation URL,URL tài liệu
99488,vi_VN,Documents,Tài liệu
99489,vi_VN,Documents restored successfully,Documents restored successfully
99490,vi_VN,Documents that failed to restore,Documents that failed to restore
99491,vi_VN,Documents that were already restored,Documents that were already restored
99492,vi_VN,Domain,Miền
99493,vi_VN,Domain Name,Tên miền
99494,vi_VN,Domain Settings,Domain Cài đặt
99495,vi_VN,Domains HTML,Domains HTML
99496,vi_VN,"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field"
99497,vi_VN,Don't Import,Don't Nhập
99498,vi_VN,Don't Override Status,Don't Override Trạng thái
99499,vi_VN,Don't Send Emails,Don't Send Emails
99500,vi_VN,"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field"
99501,vi_VN,Don't have an account?,Don't have an account?
99502,vi_VN,Done,Hoàn thành
99503,vi_VN,Donut,Donut
99504,vi_VN,Double click to edit label,Double click to edit label
99505,vi_VN,Download,Tải xuống
99506,vi_VN,Download,Tải xuống
99507,vi_VN,Download Backups,Download Backups
99508,vi_VN,Download Data,Tải xuống dữ liệu
99509,vi_VN,Download Files Backup,Download Files Backup
99510,vi_VN,Download Link,Download Liên kết
99511,vi_VN,Download PDF,Download PDF
99512,vi_VN,Download Report,Tải xuống báo cáo
99513,vi_VN,Download Template,Tải xuống mẫu
99514,vi_VN,Download Your Data,Download Your Dữ liệu
99515,vi_VN,Download as CSV,Download as CSV
99516,vi_VN,Download vCard,Download vCard
99517,vi_VN,Download vCards,Download vCards
99518,vi_VN,Dr,Dr
99519,vi_VN,Draft,Bản nháp
99520,vi_VN,Drag,Kéo
99521,vi_VN,Drag & Drop a section here from another tab,Drag & Drop a section here from another tab
99522,vi_VN,Drag and drop files here or upload from,Drag and drop files here or upload from
99523,vi_VN,Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,Drag columns to set order. Cột width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.
99524,vi_VN,Drag elements from the sidebar to add. Drag them back to trash.,Drag elements from the sidebar to add. Drag them back to trash.
99525,vi_VN,Drag to add state,Drag to add state
99526,vi_VN,Drop files here,Thả tệp vào đây
99527,vi_VN,Dropdowns,Dropdowns
99528,vi_VN,Due Date,Due Ngày
99529,vi_VN,Due Date Based On,Due Ngày Based On
99530,vi_VN,Duplicate,Sao chép
99531,vi_VN,Duplicate Entry,Duplicate Entry
99532,vi_VN,Duplicate Filter Name,Sao chép tên bộ lọc
99533,vi_VN,Duplicate Name,Duplicate Tên
99534,vi_VN,Duplicate Row,Duplicate Hàng
99535,vi_VN,Duplicate current row,Duplicate current row
99536,vi_VN,Duplicate field,Duplicate field
99537,vi_VN,Duration,Thời lượng
99538,vi_VN,Dynamic,Dynamic
99539,vi_VN,Dynamic Filters,Dynamic Filters
99540,vi_VN,Dynamic Filters JSON,Dynamic Filters JSON
99541,vi_VN,Dynamic Filters Section,Dynamic Filters Section
99542,vi_VN,Dynamic Link,Dynamic Liên kết
99543,vi_VN,Dynamic Report Filters,Dynamic Báo cáo Filters
99544,vi_VN,Dynamic Route,Dynamic Route
99545,vi_VN,Dynamic Template,Dynamic Template
99546,vi_VN,ESC,ESC
99547,vi_VN,Edit,Chỉnh sửa
99548,vi_VN,Edit,Chỉnh sửa
99549,vi_VN,Edit,Chỉnh sửa
99550,vi_VN,Edit,Chỉnh sửa
99551,vi_VN,Edit Address in Form,Chỉnh sửa Address in Biểu mẫu
99552,vi_VN,Edit Auto Email Report Settings,Chỉnh sửa Auto Email Báo cáo Cài đặt
99553,vi_VN,Edit Chart,Chỉnh sửa Biểu đồ
99554,vi_VN,Edit Custom Block,Chỉnh sửa Tùy chỉnh Block
99555,vi_VN,Edit Custom HTML,Chỉnh sửa Tùy chỉnh HTML
99556,vi_VN,Edit DocType,Chỉnh sửa DocType
99557,vi_VN,Edit DocType,Chỉnh sửa DocType
99558,vi_VN,Edit Existing,Chỉnh sửa Existing
99559,vi_VN,Edit Filters,Chỉnh sửa Filters
99560,vi_VN,Edit Footer,Chỉnh sửa Chân trang
99561,vi_VN,Edit Format,Chỉnh sửa Định dạng
99562,vi_VN,Edit Full Form,Chỉnh sửa Full Biểu mẫu
99563,vi_VN,Edit HTML,Chỉnh sửa HTML
99564,vi_VN,Edit Header,Chỉnh sửa Tiêu đề
99565,vi_VN,Edit Heading,Chỉnh sửa Heading
99566,vi_VN,Edit Letter Head,Chỉnh sửa Letter Head
99567,vi_VN,Edit Letter Head Footer,Chỉnh sửa Letter Head Chân trang
99568,vi_VN,Edit Links,Chỉnh sửa Links
99569,vi_VN,Edit Number Card,Chỉnh sửa Số Thẻ
99570,vi_VN,Edit Onboarding,Chỉnh sửa Onboarding
99571,vi_VN,Edit Print Format,Chỉnh sửa In Định dạng
99572,vi_VN,Edit Profile,Chỉnh sửa Profile
99573,vi_VN,Edit Properties,Chỉnh sửa Properties
99574,vi_VN,Edit Quick List,Chỉnh sửa Quick Danh sách
99575,vi_VN,Edit Shortcut,Chỉnh sửa Shortcut
99576,vi_VN,Edit Values,Chỉnh sửa Values
99577,vi_VN,Edit mode,Chỉnh sửa mode
99578,vi_VN,Edit the {0} Doctype,Chỉnh sửa the {0} Doctype
99579,vi_VN,Edit to add content,Chỉnh sửa to add content
99580,vi_VN,Edit your response,Chỉnh sửa your response
99581,vi_VN,Edit your workflow visually using the Workflow Builder.,Chỉnh sửa your workflow visually using the Quy trình làm việc Builder.
99582,vi_VN,Edit {0},Chỉnh sửa {0}
99583,vi_VN,Editable Grid,Editable Grid
99584,vi_VN,Editing Row,Editing Hàng
99585,vi_VN,Editing {0},Editing {0}
99586,vi_VN,Eg. smsgateway.com/api/send_sms.cgi,Eg. smsgateway.com/api/send_sms.cgi
99587,vi_VN,Either key or IP flag is required.,Either key or IP flag is required.
99588,vi_VN,Element Selector,Element Selector
99589,vi_VN,Email,Email
99590,vi_VN,Email Account,Tài khoản email
99591,vi_VN,Email Account Disabled.,Email Account Đã tắt.
99592,vi_VN,Email Account Name,Email Account Tên
99593,vi_VN,Email Account added multiple times,Email Account added multiple times
99594,vi_VN,Email Account not setup. Please create a new Email Account from Settings > Email Account,Email Account not setup. Please create a new Email Account from Cài đặt > Email Account
99595,vi_VN,Email Account {0} Disabled,Email Account {0} Đã tắt
99596,vi_VN,Email Address,Địa chỉ email
99597,vi_VN,Email Address whose Google Contacts are to be synced.,Email Address whose Google Contacts are to be synced.
99598,vi_VN,Email Addresses,Email Addresses
99599,vi_VN,Email Domain,Email Domain
99600,vi_VN,Email Flag Queue,Email Flag Queue
99601,vi_VN,Email Footer Address,Email Chân trang Address
99602,vi_VN,Email Group,Email Group
99603,vi_VN,Email Group Member,Email Group Member
99604,vi_VN,Email Header,Email Tiêu đề
99605,vi_VN,Email ID,ID email
99606,vi_VN,Email IDs,Email IDs
99607,vi_VN,Email Id,Email Id
99608,vi_VN,Email Inbox,Email Inbox
99609,vi_VN,Email Queue,Hàng đợi email
99610,vi_VN,Email Queue Recipient,Email Queue Recipient
99611,vi_VN,Email Queue flushing aborted due to too many failures.,Email Queue flushing aborted due to too many failures.
99612,vi_VN,Email Queue records.,Email Queue records.
99613,vi_VN,Email Reply Help,Email Reply Help
99614,vi_VN,Email Retry Limit,Email Retry Limit
99615,vi_VN,Email Rule,Email Rule
99616,vi_VN,Email Sent At,Email Sent At
99617,vi_VN,Email Settings,Cài đặt email
99618,vi_VN,Email Signature,Email Signature
99619,vi_VN,Email Status,Email Trạng thái
99620,vi_VN,Email Sync Option,Email Sync Option
99621,vi_VN,Email Template,Mẫu email
99622,vi_VN,Email Threads on Assigned Document,Email Threads on Assigned Tài liệu
99623,vi_VN,Email To,Email đến
99624,vi_VN,Email Unsubscribe,Email Unsubscribe
99625,vi_VN,Email has been marked as spam,Email has been marked as spam
99626,vi_VN,Email has been moved to trash,Email has been moved to trash
99627,vi_VN,Email is mandatory to create User Email,Email is mandatory to create Người dùng Email
99628,vi_VN,Email not sent to {0} (unsubscribed / disabled),Email not sent to {0} (unsubscribed / disabled)
99629,vi_VN,Email not verified with {0},Email not verified with {0}
99630,vi_VN,Email queue is currently suspended. Resume to automatically send other emails.,Email queue is currently suspended. Resume to automatically send other emails.
99631,vi_VN,Emails,Emails
99632,vi_VN,Emails Pulled,Emails Pulled
99633,vi_VN,Emails are already being pulled from this account.,Emails are already being pulled from this account.
99634,vi_VN,Emails are muted,Emails are muted
99635,vi_VN,Emails will be sent with next possible workflow actions,Emails will be sent with next possible workflow actions
99636,vi_VN,Embed code copied,Embed code copied
99637,vi_VN,Empty alias is not allowed,Empty alias is not allowed
99638,vi_VN,Empty column,Empty column
99639,vi_VN,Empty string arguments are not allowed,Empty string arguments are not allowed
99640,vi_VN,Enable,Bật
99641,vi_VN,Enable Address Autocompletion,Enable Address Autocompletion
99642,vi_VN,Enable Allow Auto Repeat for the doctype {0} in Customize Form,Enable Cho phép Auto Repeat for the doctype {0} in Customize Biểu mẫu
99643,vi_VN,Enable Auto Reply,Enable Auto Reply
99644,vi_VN,Enable Automatic Linking in Documents,Enable Automatic Linking in Documents
99645,vi_VN,Enable Comments,Enable Comments
99646,vi_VN,Enable Dynamic Client Registration,Enable Dynamic Khách hàng Registration
99647,vi_VN,Enable Email Notifications,Enable Email Notifications
99648,vi_VN,Enable Google API in Google Settings.,Enable Google API in Google Cài đặt.
99649,vi_VN,Enable Google indexing,Enable Google indexing
99650,vi_VN,Enable Incoming,Enable Incoming
99651,vi_VN,Enable Onboarding,Enable Onboarding
99652,vi_VN,Enable Outgoing,Enable Outgoing
99653,vi_VN,Enable Password Policy,Enable Password Policy
99654,vi_VN,Enable Prepared Report,Enable Prepared Báo cáo
99655,vi_VN,Enable Print Server,Enable In Máy chủ
99656,vi_VN,Enable Push Notification Relay,Enable Push Notification Relay
99657,vi_VN,Enable Rate Limit,Enable Rate Limit
99658,vi_VN,Enable Raw Printing,Enable Raw Printing
99659,vi_VN,Enable Report,Enable Báo cáo
99660,vi_VN,Enable Scheduled Jobs,Enable Scheduled Jobs
99661,vi_VN,Enable Scheduler,Enable Scheduler
99662,vi_VN,Enable Security,Enable Security
99663,vi_VN,Enable Social Login,Enable Social Login
99664,vi_VN,Enable Tracking Page Views,Enable Tracking Trang Views
99665,vi_VN,Enable Two Factor Auth,Enable Two Factor Auth
99666,vi_VN,Enable developer mode to create a standard Print Template,Enable developer mode to create a standard In Template
99667,vi_VN,Enable developer mode to create a standard Web Template,Enable developer mode to create a standard Web Template
99668,vi_VN,Enable if on clickopens modal.,Enable if on click
99669,vi_VN,Enable in-app website tracking,Enable in-app website tracking
99670,vi_VN,Enabled,Đã bật
99671,vi_VN,Enabled Scheduler,Đã bật Scheduler
99672,vi_VN,Enabled email inbox for user {0},Đã bật email inbox for user {0}
99673,vi_VN,Enables Calendar and Gantt views.,Enables Calendar and Gantt views.
99674,vi_VN,Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?
99675,vi_VN,"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved."
99676,vi_VN,Enabling this will submit documents in background,Enabling this will submit documents in background
99677,vi_VN,Encrypt Backups,Encrypt Backups
99678,vi_VN,Encryption key is in invalid format!,Encryption key is in invalid format!
99679,vi_VN,Encryption key is invalid! Please check site_config.json,Encryption key is invalid! Please check site_config.json
99680,vi_VN,End,Kết thúc
99681,vi_VN,End Date,Ngày kết thúc
99682,vi_VN,End Date Field,End Ngày Trường
99683,vi_VN,End Date cannot be before Start Date!,End Ngày cannot be before Start Ngày!
99684,vi_VN,End Date cannot be today.,End Ngày cannot be today.
99685,vi_VN,Ended At,Ended At
99686,vi_VN,Endpoints,Endpoints
99687,vi_VN,Ends on,Ends on
99688,vi_VN,Energy Point,Energy Point
99689,vi_VN,Enqueued By,Enqueued By
99690,vi_VN,Enqueued creation of indexes,Enqueued creation of indexes
99691,vi_VN,Ensure the user and group search paths are correct.,Ensure the user and group search paths are correct.
99692,vi_VN,Enter Client Id and Client Secret in Google Settings.,Enter Khách hàng Id and Khách hàng Secret in Google Cài đặt.
99693,vi_VN,Enter Code displayed in OTP App.,Enter Code displayed in OTP App.
99694,vi_VN,Enter Email Recipient(s),Enter Email Recipient(s)
99695,vi_VN,Enter Form Type,Enter Biểu mẫu Loại
99696,vi_VN,Enter Value,Enter Value
99697,vi_VN,Enter a name for this {0},Enter a name for this {0}
99698,vi_VN,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set \""match\"" permission rules. To see list of fields, go to \""Customize Form\"".","Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set \"
99699,vi_VN,Enter folder name,Enter folder name
99700,vi_VN,"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)"
99701,vi_VN,Enter url parameter for message,Enter url parameter for message
99702,vi_VN,Enter url parameter for receiver nos,Enter url parameter for receiver nos
99703,vi_VN,Enter your password,Enter your password
99704,vi_VN,Entity Name,Entity Tên
99705,vi_VN,Entity Type,Entity Loại
99706,vi_VN,Equals,Bằng Nhau
99707,vi_VN,Error,Lỗi
99708,vi_VN,Error,Lỗi
99709,vi_VN,Error Log,Nhật ký lỗi
99710,vi_VN,Error Logs,Nhật ký lỗi
99711,vi_VN,Error Message,Lỗi Message
99712,vi_VN,"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=\""_blank\"" href=\""https://qz.io/download/\"">Click here to Download and install QZ Tray</a>.<br> <a target=\""_blank\"" href=\""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing\"">Click here to learn more about Raw Printing</a>.","Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=\"
99713,vi_VN,Error connecting via IMAP/POP3: {e},Lỗi connecting via IMAP/POP3: {e}
99714,vi_VN,Error connecting via SMTP: {e},Lỗi connecting via SMTP: {e}
99715,vi_VN,Error has occurred in {0},Lỗi has occurred in {0}
99716,vi_VN,Error in Client Script,Lỗi in Khách hàng Script
99717,vi_VN,Error in Client Script.,Lỗi in Khách hàng Script.
99718,vi_VN,Error in Header/Footer Script,Lỗi in Header/Footer Script
99719,vi_VN,Error in Notification,Lỗi in Notification
99720,vi_VN,Error in print format on line {0}: {1},Lỗi in print format on line {0}: {1}
99721,vi_VN,Error in {0}.get_list: {1},Lỗi in {0}.get_list: {1}
99722,vi_VN,Error parsing nested filters: {0},Lỗi parsing nested filters: {0}
99723,vi_VN,Error while connecting to email account {0},Lỗi while connecting to email account {0}
99724,vi_VN,Error while evaluating Notification {0}. Please fix your template.,Lỗi while evaluating Notification {0}. Please fix your template.
99725,vi_VN,Error: Data missing in table {0},Lỗi: Dữ liệu missing in table {0}
99726,vi_VN,Error: Value missing for {0}: {1},Lỗi: Value missing for {0}: {1}
99727,vi_VN,Error: {0} Row #{1}: Value missing for: {2},Lỗi: {0} Hàng #{1}: Value missing for: {2}
99728,vi_VN,Errors,Lỗi
99729,vi_VN,Event,Sự kiện
99730,vi_VN,Event Category,Event Category
99731,vi_VN,Event Frequency,Event Frequency
99732,vi_VN,Event Participants,Event Participants
99733,vi_VN,Event Reminders,Event Reminders
99734,vi_VN,Event Synced with Google Calendar.,Event Synced with Google Calendar.
99735,vi_VN,Event Type,Event Loại
99736,vi_VN,Events,Sự kiện
99737,vi_VN,Events in Today's Calendar,Events in Today's Calendar
99738,vi_VN,Everyone,Everyone
99739,vi_VN,"Ex: \""colors\"": [\""#d1d8dd\"", \""#ff5858\""]",Ex: \
99740,vi_VN,Exact Copies,Exact Copies
99741,vi_VN,Example,Example
99742,vi_VN,"Example: \""/desk\""",Example: \
99743,vi_VN,Example: #Tree/Account,Example: #Tree/Account
99744,vi_VN,Example: 00001,Example: 00001
99745,vi_VN,Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.
99746,vi_VN,Example: {{ subject }},Example: {{ subject }}
99747,vi_VN,Excel,Excel
99748,vi_VN,Excellent,Excellent
99749,vi_VN,Exception,Exception
99750,vi_VN,Execute,Thực thi
99751,vi_VN,Execute Console script,Execute Console script
99752,vi_VN,Executing Code,Executing Code
99753,vi_VN,Executing...,Executing...
99754,vi_VN,Execution Time: {0} sec,Execution Thời gian: {0} sec
99755,vi_VN,Executive,Executive
99756,vi_VN,Existing Role,Existing Vai trò
99757,vi_VN,Expand,Mở rộng
99758,vi_VN,Expand,Mở rộng
99759,vi_VN,Expand All,Mở rộng tất cả
99760,vi_VN,"Expected 'and' or 'or' operator, found: {0}","Expected 'and' or 'or' operator, found: {0}"
99761,vi_VN,Experimental,Experimental
99762,vi_VN,Expert,Expert
99763,vi_VN,Expiration time,Expiration time
99764,vi_VN,Expire Notification On,Expire Notification On
99765,vi_VN,Expired,Expired
99766,vi_VN,Expires In,Expires In
99767,vi_VN,Expires On,Expires On
99768,vi_VN,Expiry time of QR Code Image Page,Expiry time of QR Code Image Trang
99769,vi_VN,Export,Xuất
99770,vi_VN,Export,Xuất
99771,vi_VN,Export 1 record,Xuất 1 record
99772,vi_VN,Export Custom Permissions,Xuất Tùy chỉnh Quyền
99773,vi_VN,Export Customizations,Xuất Customizations
99774,vi_VN,Export Data,Xuất dữ liệu
99775,vi_VN,Export Errored Rows,Xuất Errored Rows
99776,vi_VN,Export From,Xuất From
99777,vi_VN,Export Import Log,Xuất Nhập Nhật ký
99778,vi_VN,Export Report: {0},Xuất Báo cáo: {0}
99779,vi_VN,Export Type,Xuất Loại
99780,vi_VN,Export all matching rows?,Xuất all matching rows?
99781,vi_VN,Export all {0} rows?,Xuất all {0} rows?
99782,vi_VN,Export as zip,Xuất as zip
99783,vi_VN,Export in Background,Xuất in Background
99784,vi_VN,Export not allowed. You need {0} role to export.,Xuất not allowed. You need {0} role to export.
99785,vi_VN,Export the data without any header notes and column descriptions,Xuất the data without any header notes and column descriptions
99786,vi_VN,Export without main header,Xuất without main header
99787,vi_VN,Export {0} records,Xuất {0} records
99788,vi_VN,Exported permissions will be force-synced on every migrate overriding any other customization.,Exported permissions will be force-synced on every migrate overriding any other customization.
99789,vi_VN,Expose Recipients,Expose Recipients
99790,vi_VN,Expression,Expression
99791,vi_VN,Expression (old style),Expression (old style)
99792,vi_VN,"Expression, Optional","Expression, Tùy chọn"
99793,vi_VN,External Link,Liên kết bên ngoài
99794,vi_VN,Extra Parameters,Extra Parameters
99795,vi_VN,Facebook,Facebook
99796,vi_VN,Fail,Fail
99797,vi_VN,Failed,Thất bại
99798,vi_VN,Failed Emails,Thất bại Emails
99799,vi_VN,Failed Job Count,Thất bại Job Count
99800,vi_VN,Failed Jobs,Thất bại Jobs
99801,vi_VN,Failed Logins (Last 30 days),Thất bại Logins (Cuối cùng 30 days)
99802,vi_VN,Failed Transactions,Thất bại Transactions
99803,vi_VN,Failed to aquire lock: {}. Lock may be held by another process.,Thất bại to aquire lock: {}. Lock may be held by another process.
99804,vi_VN,Failed to change password.,Thất bại to change password.
99805,vi_VN,Failed to complete setup,Thất bại to complete setup
99806,vi_VN,Failed to compute request body: {},Thất bại to compute request body: {}
99807,vi_VN,Failed to connect to server,Thất bại to connect to server
99808,vi_VN,"Failed to decode token, please provide a valid base64-encoded token.","Thất bại to decode token, please provide a valid base64-encoded token."
99809,vi_VN,Failed to decrypt key {0},Thất bại to decrypt key {0}
99810,vi_VN,Failed to delete {0} documents: {1},Thất bại to delete {0} documents: {1}
99811,vi_VN,Failed to enable scheduler: {0},Thất bại to enable scheduler: {0}
99812,vi_VN,Failed to evaluate conditions: {},Thất bại to evaluate conditions: {}
99813,vi_VN,Failed to export python type hints,Thất bại to export python type hints
99814,vi_VN,Failed to generate names from the series,Thất bại to generate names from the series
99815,vi_VN,Failed to generate preview of series,Thất bại to generate preview of series
99816,vi_VN,Failed to get method for command {0} with {1},Thất bại to get method for command {0} with {1}
99817,vi_VN,Failed to get method {0} with {1},Thất bại to get method {0} with {1}
99818,vi_VN,Failed to get site info,Thất bại to get site info
99819,vi_VN,"Failed to import virtual doctype {}, is controller file present?","Thất bại to import virtual doctype {}, is controller file present?"
99820,vi_VN,Failed to optimize image: {0},Thất bại to optimize image: {0}
99821,vi_VN,Failed to render message: {},Thất bại to render message: {}
99822,vi_VN,Failed to render subject: {},Thất bại to render subject: {}
